Variable:,cdd65
,Ghana,Ashanti,"Brong Ahafo",Central,Eastern,"Greater Accra",Northern,"Upper East","Upper West",Volta,Western
2062,6760.20,6335.06,6416.84,6239.62,6267.99,6128.61,6988.53,7409.01,7045.45,6575.91,6217.14
2063,6830.51,6434.78,6511.61,6355.97,6376.83,6212.20,7049.05,7406.20,7077.74,6679.99,6325.89
2064,6870.57,6443.57,6548.17,6309.97,6389.74,6208.09,7106.93,7485.39,7111.37,6725.20,6296.57
2065,6757.15,6331.71,6430.28,6278.75,6287.92,6170.58,6987.70,7360.88,7031.96,6587.43,6262.40
2066,6857.85,6407.13,6485.12,6451.15,6375.43,6271.48,7095.95,7476.86,7162.52,6675.45,6365.82
2067,6846.72,6443.15,6547.19,6305.58,6318.51,6192.68,7099.71,7422.67,7115.79,6664.85,6251.60
2068,6898.01,6448.21,6568.23,6345.02,6366.78,6209.14,7170.25,7479.42,7142.06,6748.36,6321.00
2069,6844.76,6377.67,6495.36,6290.96,6333.01,6201.55,7095.82,7492.92,7185.42,6680.96,6276.42
2070,6941.12,6518.59,6603.97,6353.60,6444.50,6241.25,7203.70,7566.17,7239.64,6766.80,6334.53
2071,6842.30,6402.07,6481.35,6290.61,6274.42,6200.02,7107.31,7483.17,7202.12,6628.34,6261.13
2072,6777.31,6364.13,6440.17,6267.67,6298.61,6201.70,7008.01,7360.81,7055.90,6618.78,6252.73
2073,6824.99,6393.77,6463.95,6309.98,6354.18,6194.27,7056.85,7457.65,7133.51,6662.91,6288.99
2074,6855.74,6458.14,6490.36,6371.65,6371.52,6268.04,7097.75,7481.68,7129.23,6673.61,6324.96
2075,6858.51,6408.91,6509.52,6324.30,6359.58,6220.38,7106.72,7492.28,7140.94,6696.96,6314.66
2076,6768.45,6363.27,6402.62,6317.55,6323.09,6217.40,6978.47,7400.07,7072.68,6624.72,6285.22
2077,6875.23,6444.96,6534.90,6391.92,6388.34,6238.45,7118.89,7483.21,7108.32,6710.24,6328.11
2078,6899.51,6451.24,6541.89,6462.90,6422.76,6364.46,7130.54,7538.23,7177.43,6738.34,6385.27
2079,6896.25,6452.91,6546.14,6346.73,6409.07,6231.64,7120.21,7529.68,7162.66,6733.79,6317.67
2080,6812.60,6381.02,6441.26,6306.29,6331.90,6192.40,7039.76,7451.08,7109.29,6641.23,6283.21
2081,6868.84,6410.93,6517.24,6316.15,6360.14,6210.29,7124.95,7476.69,7129.97,6702.27,6327.70
2082,6957.65,6497.45,6584.33,6425.46,6469.21,6305.97,7209.28,7611.27,7306.10,6780.90,6367.76
2083,6761.76,6342.60,6407.19,6261.54,6260.00,6164.31,7006.68,7395.15,7055.78,6604.58,6235.90
2084,6780.54,6325.46,6403.22,6298.67,6288.85,6194.19,7030.18,7426.83,7061.00,6579.91,6263.23
2085,6781.49,6353.66,6455.41,6191.37,6273.84,6066.08,7007.19,7413.58,7086.65,6610.24,6222.77
2086,6877.65,6366.89,6521.07,6302.57,6295.44,6195.03,7171.17,7538.28,7197.66,6663.89,6272.45
2087,6775.38,6372.15,6437.80,6274.35,6278.65,6149.46,7004.12,7374.23,7051.44,6606.85,6246.73
2088,6765.08,6357.09,6442.23,6293.30,6320.08,6174.51,6998.67,7385.90,7023.34,6605.82,6267.60
2089,6708.90,6250.74,6381.15,6192.01,6179.97,6105.51,6983.81,7352.58,7040.72,6506.85,6166.42
2090,6723.29,6313.61,6378.25,6238.13,6272.38,6137.39,6919.37,7313.27,6997.62,6607.64,6210.80
2091,6879.07,6459.64,6546.06,6361.67,6380.28,6265.76,7118.14,7476.48,7154.24,6723.67,6336.71
2092,6784.64,6321.19,6403.66,6246.05,6264.80,6154.86,7034.07,7462.49,7073.20,6602.52,6220.36
2093,6765.26,6251.62,6350.72,6279.48,6250.88,6184.81,7017.18,7517.97,7173.79,6560.50,6220.88
2094,6764.10,6281.45,6388.41,6274.69,6276.75,6204.88,7019.25,7390.39,7065.51,6626.70,6215.79
2095,6771.09,6357.98,6431.93,6294.65,6311.42,6170.95,6982.47,7335.15,7006.23,6650.86,6272.63
2096,6636.39,6256.52,6345.36,6204.12,6173.16,6054.35,6864.22,7149.58,6806.25,6503.16,6153.13
2097,6701.24,6312.30,6377.51,6284.68,6253.47,6150.63,6900.08,7240.23,6895.73,6611.60,6257.95
2098,6787.44,6356.81,6436.80,6340.83,6312.59,6240.56,7043.57,7377.20,7060.66,6635.25,6278.29
2099,6834.86,6374.17,6461.77,6390.63,6371.57,6329.93,7059.07,7474.72,7138.13,6693.12,6341.07
2100,6748.51,6305.94,6360.87,6275.53,6287.06,6162.18,6960.64,7371.59,7009.83,6640.04,6236.46
